School_level_transliterated,School_name_transliterated,Potential_district_transliterated,Location_1_transliterated,Matched_District
1,satya,bajura,gaumula ga pa,Bajura
2,shiksha sadana janata,khota~na,,Khotang
2,narayanapura,sindhuli,,Sindhuli
4,vina,khota~na,likuiva pokhari,Khotang
2,deurali,khota~na,,Khotang
4,shukrajita,khota~na,,Khotang
1,pipalatara,khota~na,,Khotang
1,sapsu niketana,khota~na,chuichumma dadagau.n,Khotang
2,shri nirauli,khota~na,nerpa,Khotang
4,khandro~na,pa.nchathara,miklaju~n,Panchthar
2,samghiya,khota~na,,Khotang
2,pravi,rautahata,dumariya,Rautahat
1,janaseva,gulmi,bhanabhane netakharka,Gulmi
1,netrajyoti,kabhrepala~nchoka,,Kavrepalanchok
1,janata,kapilabastu,hariharapura,Kapilbastu
1,nepala rashtriya mina,mugu,,Mugu
1,mahakali devisthana,dhadi~na,,Dhading
1,avi,rautahata,beldi,Rautahat
2,janajagarana,gulmi,malika,Gulmi
1,aishvarya,da~na,bamgalachuli,Dang
2,mahendra,gulmi,hareva kva~nadi,Gulmi
2,raktepokhari,gulmi,,Gulmi
3,bamgha,gulmi,baletaksara,Gulmi
1,janata,siraha,pipala chauka vidyanagara,Siraha
1,janasahayoga sarasvati,gulmi,rurukshetra,Gulmi
1,navajyoti,gulmi,dhurkota,Gulmi
2,bhagavati,gulmi,,Gulmi
3,pashupati,gulmi,dajakota,Gulmi
1,thanapati,gulmi,malika,Gulmi
2,ra~nvasa,gulmi,,Gulmi
4,ramgilala,kapilavastu,shivaraja na pa,Kapilbastu
1,rama janaki,kapilavastu,belauha,Kapilbastu
4,mavi,kapilavastu,thulo nandanagara,Kapilbastu
4,rashtriya,kapilavastu,shivaraja chandrauta,Kapilbastu
4,sarasvati,kapilavastu,shivaraja,Kapilbastu
1,dharmabhakta,kapilavastu,ka va na pa,Kapilbastu
4,rashtriya,kapilabastu,,Kapilbastu
1,avi,siraha,daulatapura,Siraha
1,sagaramatha,solukhumbu,,Solukhumbu
4,rashtiya,kapilavastu,kapilavastu na pa,Kapilbastu
1,mera,solukhumbu,kharikhola,Solukhumbu
4,shitala baksa,kapilavastu,rehara,Kapilbastu
1,shanti,kapilavastu,vanagamga na pa dumgahava,Kapilbastu
1,bala jyoti,rupandehi,lu sa na pa dhupahi,Rupandehi
1,janajagrriti,rupandehi,vishnupura,Rupandehi
1,siddhartha gautama buddha,rupandehi,baragadava gaidahava,Rupandehi
2,kumaridevi,palpa,,Palpa
4,janajyoti,pashchima,sanibheri melchaura rukuma,Rukum Paschim
4,mavi,udayapura,kalikhola,Udayapur
1,bala vikasa,udayapura,katari,Udayapur
1,rama janaki,rupandehi,,Rupandehi
1,j~nanajyoti,rupandehi,hanumana nagara,Rupandehi
4,nepala rashtiya,kapilavastu,ranagari,Kapilbastu
1,latinatha,darchula,kholichaura,Darchula
1,buddhajyoti,tanahu.n.n,,Tanahun
1,shanti,navalaparasi,madhyavindu va su purva,Nawalparasi
2,rupakala,navalaparasi,va su purva,Nawalparasi
1,pa~nchami,udayapura,beltara,Udayapur
1,janajyoti,udayapura,triyuga na pa,Udayapur
1,rrigina,lalitapura,,Lalitpur
1,avi,ba.nke,banjare gau.n,Banke
4,shri,udayapura,limpatara,Udayapur
1,avi,udayapura,kalikhola katari na pa,Udayapur
1,bhanubhakta,udayapura,ramchekharka,Udayapur
4,balakumari,kathamadaum,kirtipura na pa,Kathmandu
1,janahita,makavanapura,ratomate,Makwanpur
1,raikota,palpa,,Palpa
4,deusa,solukhumbu,thulu~na dudhakoshi ga pa,Solukhumbu
1,janajyoti,pashchima,triveni rukuma,Rukum Paschim
2,dharapani,udayapura,,Udayapur
4,devi prabhata,arghakhachi,,Arghakhanchi
1,avi,udayapura,bhaludhu~nga hattisara,Udayapur
2,vikasa,gorakha,,Gorkha
3,janata,udayapura,phulabari sirana katari,Udayapur
4,bhavani,rupandehi,butavala,Rupandehi
1,jalpadevi,okhaladhumga,,Okhaldhunga
1,jana adarsha,okhaladhumga,,Okhaldhunga
1,chuli,okhaladhumga,ragani,Okhaldhunga
2,dallida.nda,okhaladhuga,bhotechaura,Okhaldhunga
2,bhanu,okhaladhu~nga,saimala,Okhaldhunga
1,richuva,okhaladhumga,tallo richuva,Okhaldhunga
2,shitala jaladevi,aeakhaladhumga,ghartigau.n,Okhaldhunga
1,champadevi,okhaladhumga,kakani,Okhaldhunga
4,lamatola,bajha~na,khaptadachanna ga pa,Bajhang
1,avi,pashchima,gha.ntigaura rukuma,Rukum Paschim
1,nepala rashtriya,jajarakota,dhime samakota,Jajarkot
4,kalika,bardiya,chanaura rajapura na pa,Bardiya
1,janaka,jajarakota,nalagada na pa,Jajarkot
1,cha.nga,tapleju~na,,Taplejung
1,pathibhara,tapleju~na,phu~nali~nga,Taplejung
2,kalpana,kaski,,Kaski
1,ramapyaro,kaski,annapurna ga pa,Kaski
1,arunodaya,kaski,,Kaski
2,rashtriya,dhanusha,saghara,Dhanusha
2,aruna jyoti,kaski,,Kaski
2,siddha varaha,kaski,,Kaski
1,setu barahi,kaski,,Kaski
1,mai seva,kaski,,Kaski
1,meudihava,rupandehi,meudihava siddharthanagara,Rupandehi
1,paravati anaravati tetarivati,dhanusha,mithilavihari na pa,Dhanusha
4,sirjana samudayika,kaski,,Kaski
2,janata,dadeldhura,ganyapadhura,Dadeldhura
2,vindhyachala,kailali,,Kailali
1,shahida shri hariprasada,kaski,lva~naghalela,Kaski
1,mahakali,ka~nchanapura,punarvasa na pa,Kanchanpur
4,janata,sarlahi,bhavanipura basabariya,Sarlahi
1,sarvajanika,dhanusha,nemuva.ntola,Dhanusha
3,srrijana,kaski,,Kaski
4,janapriya,surkheta,vyavare,Surkhet
1,sarasvati,kaski,machapuchchre,Kaski
1,lakshmi,kaski,annapurna,Kaski
1,mahendra,kaski,,Kaski
2,dipajyoti,kaski,,Kaski
1,pau.ndura,kaski,pau.ndurakota,Kaski
1,janata,kaski,lva~naghalela koleli,Kaski
1,goganapani,Syangja,,Syangja
4,katyayani,achama,kamalabajara na pa,Achham
1,avi,sarlahi,dhanakaula ga pa,Sarlahi
1,janapriya pipala bha~njya~na,Syangja,,Syangja
1,adharabhuta,Syangja,,Syangja
1,siddha,Syangja,,Syangja
1,dipendrodaya,Syangja,viruva,Syangja
1,rashtiya,Syangja,arjunachaupari,Syangja
1,pa~nchase,Syangja,a.ndhikhola rimalasva.nra,Syangja
2,balmiki,navalaparasi,saravala ga pa va su pashchima,Nawalparasi
1,durga bhagavati,Syangja,,Syangja
2,ba.nsavari,Syangja,,Syangja
4,deurali,Syangja,kaligandaki,Syangja
2,janasamuhika,Syangja,,Syangja
1,janapriya,Syangja,vali~na na pa,Syangja
1,bhagavati,Syangja,siranachaura ba.nge,Syangja
1,shishu ranjana,Syangja,gurasti,Syangja
2,ganeshamana smrriti,Syangja,pekhu,Syangja
4,j~nanajyoti,navalaparasi,va su pashchima,Nawalparasi
1,mahovani padama,parsa,ranigamja shrisiya,Parsa
1,thanapati,Syangja,harinasa,Syangja
1,j~nana jyoti,navalaparasi,ramagrama va su pashchima,Nawalparasi
1,shanti,kapilabastu,parasohiya,Kapilbastu
2,nepala rashtiraya,bara,rajauriya,Bara
2,dhaulagiri,rupandehi,,Rupandehi
4,nu bahakota,Syangja,,Syangja
2,matrribhumi,Syangja,,Syangja
4,sarasvati,Syangja,putalibajara,Syangja
1,pyu.ngha,Syangja,kaligandaki ga pa,Syangja
1,mahakali,Syangja,galya~na,Syangja
2,karikota,Syangja,,Syangja
2,suryamukhi,Syangja,diguva,Syangja
1,janajyoti,Syangja,bhirakota na pa,Syangja
1,bama bha~njya~na,Syangja,galya~na,Syangja
3,sirsihava,Siraha,,Siraha
2,chandrama,Syangja,,Syangja
4,shiva,kapilavastu,dalapura vijayanagara ga pa,Kapilbastu
4,pyu.ngha,Syangja,kaligandaki ga pa,Syangja
1,virendra,Syangja,dharadi,Syangja
2,teja pragati,Syangja,,Syangja
1,gadi bha~njya~na,Syangja,,Syangja
1,amara,Syangja,vali~na na pa,Syangja
1,belarikhana,Syangja,kaligandaki,Syangja
2,shrikala,Syangja,,Syangja
2,shamkara,Syangja,,Syangja
1,avi,udayapura,ba.nsabote barabhanjya~nga,Udayapur
2,janapriya,Syangja,rapakota,Syangja
4,rashtriya,sunasari,sobhanapura koshi ga pa,Sunsari
1,gorakhakali,gorakha,gorakha na pa sva.nra,Gorkha
2,anpuna,Syangja,takasara,Syangja
4,kalika deurali,Syangja,harinasa,Syangja
1,bala sudhara,Syangja,harinasa,Syangja
1,chakrakamala,Syangja,putalibajara na pa,Syangja
1,mani mukundeshvara veda vidyashrama,Syangja,chapakota uttaragamga,Syangja
1,suvindreshvara,pa.nchathara,miklaju~na,Panchthar
1,sarasvati,pa.nchathara,ahale,Panchthar
1,hetathamada.nda,pa.nchathara,miklaju~na,Panchthar
1,trritiya,pa.nchathara,,Panchthar
1,balabahadura,pa.nchathara,,Panchthar
1,ordina kushayaka,pa.nchathara,,Panchthar
1,bhavani,pa.nchathara,,Panchthar
4,sarvajanika,pa.nchathara,,Panchthar
1,tinamaule,pa.nchathara,phidima,Panchthar
1,meyampa,pa.nchathara,,Panchthar
1,garbhavati,pa.nchathara,,Panchthar
2,virendra,pa.nchathara,tintale limba,Panchthar
1,haibu~na,pa.nchathara,miklaju~na,Panchthar
1,surya prabhata,pa.nchathara,,Panchthar
1,hiliha~na,pa.nchathara,,Panchthar
2,sundaradeva,bajha~na,,Bajhang
1,jalapa devi,pa.nchathara,,Panchthar
1,himalaya jyoti,pa.nchathara,,Panchthar
1,shahida dasharatha,pa.nchathara,,Panchthar
1,sarasvati bha~njya~nga,ilama,,Ilam
1,ageju~na,pa.nchathara,ya~navaraka,Panchthar
4,virendra,mora~na,belabari na pa,Morang
4,bhaskara,palpa,,Palpa
2,bala siddha,palpa,,Palpa
1,kataya,rupandehi,kataya kotahimai,Rupandehi
1,rashtra sevaka,kapilavastu,bakauli krrishnanagara na pa,Kapilbastu
2,shri kalika,palpa,thimureta,Palpa
2,shri sarasvati,palpa,dhuvaghata,Palpa
2,gauri shamkara,bajha~na,mashta,Bajhang
2,varahi,palpa,purvakhola,Palpa
4,navina adhaugika kadara bahadura rita,rupandehi,devinagara butavala,Rupandehi
4,mavi,palpa,va,Palpa
2,subodha,palpa,salledhara chahara,Palpa
1,sharada,navalaparasi,baudikali ga pa va su purva,Nawalparasi
2,madanadevi,palpa,nisdi,Palpa
1,jalapadevi,palpa,,Palpa
2,srrijana,palpa,,Palpa
2,chitrechapa,palpa,,Palpa
2,nepala rashtriya,parsa,gamhariya,Parsa
1,harishchandra,bajha~na,bu na pa,Bajhang
2,nava pratibha,palpa,,Palpa
2,pathibhara,jhapa,shivasatakshi,Jhapa
1,pathibhara,jhapa,,Jhapa
4,balabhadra janata,jhapa,mechinagara,Jhapa
1,bhagavati,jhapa,shivasatakshi dudamari,Jhapa
1,avi,siraha,kharukyahi pattharagada,Siraha
2,shanti,jhapa,,Jhapa
1,amavadi,jhapa,,Jhapa
4,mamgalamaya,jhapa,kamala,Jhapa
2,j~nanadipa,jhapa,jyamiragadhi,Jhapa
2,gaurishamkara,jhapa,,Jhapa
2,shishukalyana,jhapa,gaurigamja,Jhapa
1,avi,jhapa,ka~nchanavari arjunadhara,Jhapa
4,rashtriya vijaya,jhapa,,Jhapa
2,khayarabari,jhapa,gauradaha khayarabari,Jhapa
4,shri,jhapa,pathariya,Jhapa
4,mavi,jhapa,kendra,Jhapa
2,suryajyoti,jajarakota,,Jajarkot
2,lakshmi,jhapa,mechinagara,Jhapa
1,avi,jhapa,bhadrapura,Jhapa
1,janaki,jhapa,kanakai nagarapalika,Jhapa
1,darula,jhapa,kachanakavala,Jhapa
1,katarada.ngi,jhapa,,Jhapa
1,sarasvati,mora~na,katahari,Morang
2,shahida ratna,jhapa,,Jhapa
2,balabhadra,jhapa,gauradaha,Jhapa
1,shishu sudhara,jhapa,,Jhapa
1,araniko,jhapa,mechinagara,Jhapa
4,mavi,dhanusha,dhavauli,Dhanusha
2,kalika,jhapa,kamala,Jhapa
1,bhagavati,tapleju~na,,Taplejung
1,siddhartha,mora~na,hoklavari,Morang
1,dirja,tapleju~na,phaktalu~na,Taplejung
1,araniko,tapleju~na,ya~navaraka gau.npalika,Taplejung
3,prrithvi,tapleju~na,juketara,Taplejung
1,sahajita,tapleju~na,,Taplejung
1,avi,makavanapura,vagamati ga pa,Makwanpur
2,pravi,siraha,gamahariya.n,Siraha
2,janata,tapleju~na,,Taplejung
2,namje chautara da.nda,tapleju~na,,Taplejung
1,milana,mora~na,pathari shanishchare,Morang
1,navajyoti,tapleju~na,pathibhara,Taplejung
1,pipleshvari,tapleju~na,pathibhara ya~navaraka,Taplejung
1,avi,mahottari,bageya ekadara,Mahottari
1,pati,tapleju~na,,Taplejung
1,vipudhama,tapleju~na,,Taplejung
3,phokani,mora,,Morang
1,mahakali,tapleju~na,thechambu,Taplejung
1,sagaramatha,tapleju~nga,mikvakhola,Taplejung
1,navajyoti,tapleju~na,,Taplejung
1,bhavani,tapleju~na,sirija~nga,Taplejung
1,deurali,tapleju~na,,Taplejung
2,tapleju~na,tapleju~na,,Taplejung
4,baladena,tapleju~na,,Taplejung
1,pasaraula,darchula,,Darchula
1,bhavani,darchula,,Darchula
3,siradabhumi,darchula,,Darchula
1,devi,darchula,gadigada naugada,Darchula
2,tarakota bhavani,darchula,jyamira,Darchula
1,jana chetana,bardiya,barabardiya,Bardiya
3,durgasthana,darchula,,Darchula
1,sharada,darchula,ghamaleka,Darchula
4,basantapura,darchula,basedi huti,Darchula
1,bhumeshvara,baitadi,dogada kedara ga pa,Baitadi
1,rashtriya,mahottari,bardivasa,Mahottari
1,ganesha,pyuthana,,Pyuthan
1,bala shiksha,pyuthana,mandre shaktichaura da~nava~na,Pyuthan
2,valasudhara,pyuthana,jhimaruka ga pa,Pyuthan
2,nepala rashtiya,pyuthana,da.ndagau.n,Pyuthan
2,khadga,pyuthana,,Pyuthan
1,bhagavanapura,rupandehi,bhagavanapura,Rupandehi
2,bhumeka thana,pyuthana,,Pyuthan
2,dosadhi,pyuthana,,Pyuthan
4,mahendra,pyuthana,puja,Pyuthan
2,valajyoti nepala rashtiya,pyuthana,kutedada okharakota,Pyuthan
4,siddha,pyuthana,,Pyuthan
2,bala kalyana ne ra,Bara,,Bara
1,vala jivana sudhara,pyuthana,,Pyuthan
4,valabhatta,pyuthana,,Pyuthan
1,janasahayogi,pyuthana,khu~nga,Pyuthan
2,siddhashvari,pyuthana,,Pyuthan
1,j~nanajyoti,pyuthana,,Pyuthan
2,siddheshvari,pyuthana,okharakota,Pyuthan
1,kamerapani,pyuthana,jhimaruka ga pa,Pyuthan
2,ne ra,pyuthana,kochiva~na,Pyuthan
2,eeshvare ne ra,pyuthana,bhimgrrikhola tirama,Pyuthan
1,svargaddhari nepala rashtriya,pyuthana,,Pyuthan
2,shanti,kapilabastu,,Kapilbastu
1,pragati,lamju~na,simle,Lamjung
4,jana adarsha,parbata,,Parbat
1,lakshmi,parvata,vihadi,Parbat
1,adarsha,tapleju~na,,Taplejung
2,satyadevi,bhojapura,kota sanitara,Bhojpur
2,bala jyoti,mugu,gilaha,Mugu
2,janata,palpa,rambha,Palpa
1,ganesha,mugu,soru ga pa,Mugu
1,gaudali,baitadi,,Baitadi
1,janajyoti,mugu,,Mugu
4,kheti,baitadi,talladehi,Baitadi
1,manishiddha,navalaparasi,va su purva,Nawalparasi
2,ta.ndi,dolakha,,Dolakha
3,ne ra,bara,baghavana,Bara
4,kedareshvari,darchula,naugada sundumanda,Darchula
2,sunabhadra,gulmi,,Gulmi
2,kalika,palpa,ga.ndakota,Palpa
2,autari,dolpa,pahada,Dolpa
2,ramajyoti,gorkha,miskota,Gorkha
4,bajre bha~njya~n,Syangja,galya~n na pa,Syangja
1,chanaute,dolakha,tamakoshi ga pa,Dolakha
4,chandadevi,nuvakota,belkogadhi,Nuwakot
1,rama,bajha~na,,Bajhang
1,kalikheala,tapleju~na,,Taplejung
1,janajagrriti,bajha~na,,Bajhang
1,netrajyoti balavidya,Syangja,,Syangja
2,anaramani,jhapa,,Jhapa
2,shivalaya,bhojapura,hatuvagadhi ga pa,Bhojpur
1,janata,mahottari,tapanapura,Mahottari
1,devakota,gorakha,palu~natara na pa,Gorkha
2,janata rashtiya,dhanusha,dhanusha govindapura,Dhanusha
4,vauddha bhuvaneshvari,dolakha,,Dolakha
1,chandida.nda,Syangja,arjunachaupari,Syangja
1,krrishna,dadeldhura,,Dadeldhura
2,navajagarana,navalaparasi,,Nawalparasi
3,sarasvatiku~nja,kaski,mijureda.nda,Kaski
2,dipendra,dhanakuta,,Dhankuta
2,shuddhodhana,rupandehi,,Rupandehi
1,rashtriya durga tara,saptari,malhaniya.n,Saptari
1,ryachi,dolpa,se phoksundo,Dolpa
1,dharmodaya,arghakha.nchi,,Arghakhanchi
2,shitala da.nda,gorakha,,Gorkha
4,ne ra,bara,pipradhi,Bara
1,yaj~nashvara,parvata,saraukhola,Parbat
2,buddhi kalyana,gorakha,siranachoka ga pa,Gorkha
2,sagaramatha,dolpa,tarakota,Dolpa
2,ja dha ra,saptari,mohanapura,Saptari
2,hupsekota,navalaparasi,,Nawalparasi
4,durga,jhapa,garamani,Jhapa
1,nepala rashtriya,parsa,kattivaluva,Parsa
1,nepala rashtriya,parsa,kathakuiya.n vasantapura,Parsa
2,sharada,gorakha,,Gorkha
2,sarasvati,dailekha,gura.nsa ga pa,Dailekh
2,sarasvati,dhadi~na,nauvise,Dhading
2,araniko,kabhrepalanchoka,,Kavrepalanchok
1,navadurga,jumla,,Jumla
2,nepala rashtriya,bara,bhatauda,Bara
2,dugdheshvari,bajha~na,khaptada channa,Bajhang
2,nanda ji,dhanusha,basahiya janakapura,Dhanusha
3,matrribhumi,tanahu.n,,Tanahun
2,mahantha janata rashtri,saptari,barahi,Saptari
4,thayala,dadeeldhura,,Dadeldhura
2,thaneshvara,mora~na,,Morang
2,janata,jajarakota,bheri na pa,Jajarkot
2,varaha,sikarapura,,Siraha
2,dhavalagiri,myagdi,,Myagdi
2,mamgala,dailekha,bhairavi,Dailekh
1,mahadeva,jajarakota,chedagada na pa,Jajarkot
2,ajamare bhagavati,kalikota,galjena bharta,Kalikot
2,rama lakshmana rashtiya,dhanusha,lado bela,Dhanusha
4,shiddheshvari,udayapura,,Udayapur
2,sarasvati,achama,pa~nchadevala vinayaka na pa,Achham
2,pa~nchabhaya,jajarakota,jikuva,Jajarkot
2,hiradhananjaya,jumla,,Jumla
4,pokhara chisakhola veda vidyashrama,kaski,,Kaski
4,kalika,samkhuvasabha,sekaha kha.ndavari na pa,Sankhuwasabha
4,chvadi pablika,nuvakota,,Nuwakot
4,balakanya,ilama,soyaka,Ilam
4,chaturmala,gorakha,ajirakota,Gorkha
4,sarasvati namuna,dadeldhura,,Dadeldhura
4,jhirpu,sindhupalchoka,hindi,Sindhupalchok
1,sharada,tehthuma,keurani,Tehrathum
1,harihara,tehrathuma,mya~nlu~na na pa,Tehrathum
4,subhadra,nuvakota,,Nuwakot
4,hupsekota,navalaparasi,va su purva,Nawalparasi
4,shishu kalyana,Syangja,,Syangja
4,himalaya,kaski,,Kaski
4,himalaya milana,kaski,madi ga pa,Kaski
4,prakasha,baglu~na,dhorapatana na pa,Baglung
4,vishalapura,baitadi,melauli na pa,Baitadi
4,pokra,Kavrepalanchok,bhimakhori bhadaure,Kavrepalanchok
4,sharada,parsa,bahuari sugauli,Parsa
1,shishu jyoti,sunasari,varahakshetra na pa,Sunsari
4,siddhadevi,pa.nchathara,phalelu~na ga pa,Panchthar
4,rashtriya,nuvakota,pa~nchakanya,Nuwakot
1,shri,baitadi,pantyauda,Baitadi
4,sarasvati,sindhuli,dakaha dudhauli na pa,Sindhuli
4,tripura sundari,achama,dhakari,Achham
4,bhagavati,arghakha.nchi,bhumikasthana na pa,Arghakhanchi
3,kupakanya,sindhupalchoka,,Sindhupalchok
4,janata namuna,udayapura,guru~nachauri,Udayapur
4,janata,Syangja,putalibajara na pa,Syangja
4,janaseva,bhojapura,hatuvagadhi ga pa hasanapura,Bhojpur
4,bhima,myagdi,malika ga pa,Myagdi
4,janapremi,udayapura,risku katari,Udayapur
4,rashtriya,gulmi,rurukshetra ga pa,Gulmi
4,mahendra,sindhupalchoka,helambu,Sindhupalchok
4,basundhara,achama,thalpata bhairavasthana,Achham
1,rainadevi,dailekha,,Dailekh
4,devalakota,bajura,jagannatha,Bajura
4,siddhartha,tanahu.n.n,bhimada na pa,Tanahun
4,navalapura,okhaladhumga,navalapura,Okhaldhunga
4,jivana jyoti,okhaladhumga,,Okhaldhunga
4,pa~nchakanya,dhadi~na,venighata rora~na,Dhading
4,mavi,udayapura,katahare,Udayapur
1,bhima jyoti,ilama,suryodaya na pa,Ilam
4,bala kalyana,rolpa,,Rolpa
4,sarasvati,gulmi,chatrakota,Gulmi
4,janaseva samskrrita,parvata,paimyu ga pa,Parbat
4,phulamati,okhaladhumga,khijidemba,Okhaldhunga
4,manakamana,ramechapa,natila manthali na pa,Ramechhap
4,rameshvara,sindhupalchoka,jugala ga pa,Sindhupalchok
2,janajagrriti,sindhuli,,Sindhuli
1,chandrajyoti,nuvakota,kispa~na,Nuwakot
4,shilakanya devi,nuvakota,,Nuwakot
1,sarasvati,kalikota,tilagupha na pa,Kalikot
4,mahakavi devakota,bardiya,gulariya,Bardiya
1,chandradevi,sindhuli,siruda.nda kamalamai na pa,Sindhuli
2,pravi,sindhula,dhapsara besare kamalamai,Sindhuli
4,shivaji,doti,badi kedara ga pa,Doti
1,budhinanda,bajura,budhinanda na pa,Bajura
2,sirjanashila,dhanakuta,majhigau.n,Dhankuta
1,janajagrriti,kailali,bhajani,Kailali
2,kendrajyoti,kabhrepala~nchoka,,Kavrepalanchok
1,avi,udayapura,majhakhani thapabha~njya~nga,Udayapur
1,mahakali,udayapura,su.ngure sundarapura,Udayapur
2,buddha,bardiya,rajapura,Bardiya
2,amara,jajarakota,junicha.nde ga pa,Jajarkot
4,bhairaba,jajarakota,,Jajarkot
2,ajambari,dhanakuta,,Dhankuta
2,buddha,bardiya,tihuni daulatapura,Bardiya
1,rashtiya,chitavana,dumre,Chitwan
1,bhumesthana,sindhupalchoka,melamchi ga pa,Sindhupalchok
1,gautama,chitavana,bharatapura ma na pa,Chitwan
2,svami paramananda,bardiya,gulariya,Bardiya
4,sarvoddhara,kabhrepala~nchoka,temala,Kavrepalanchok
4,jagadamba,baitadi,,Baitadi
1,bhairaveshvara,kabhrepala~nchoka,mahabharata,Kavrepalanchok
4,vindhavasini,kabhrepala~nchoka,mandana deupura na pa,Kavrepalanchok
4,kailasha,bajura,,Bajura
2,radhakrrishna,Kavrepalanchok,bhumlu,Kavrepalanchok
1,siddha,kailali,goganapani,Kailali
4,mavi,purva,kuchiva~na bhume ga pa rukuma,Parsa
1,avi,chitavana,simalata.ndi,Chitwan
1,chelaephalne,purva,bhume ga pa rukuma,Parsa
1,jana vikasa,purva,tallo sakima rukuma,Parsa
1,janachetana,purva,rukuma,Parsa
1,tribhuvana,purva,rukuma,Parsa
1,thani,gorakha,shahida lakhana ga pa,Gorkha
3,sudha,da~na,,Dang
2,j~nanadipa,bardiya,bargadahi,Bardiya
2,janachetana,da~na,,Dang
1,shishu kalyana,chitavana,syaulivasa,Chitwan
4,mavi,chitavana,redakrasagrama kalika na pa,Chitwan
1,sa.nkhe,ramechapa,devitara phulasi,Ramechhap
1,pa~nchakanya,kabhrepalanchoka,mandanadeupura,Kavrepalanchok
2,prrithvi,dadeldhura,bhandarigau.n ajayameru,Dadeldhura
2,namuna,da~na,deukhuri,Dang
4,janata,kalikota,shubhakalika,Kalikot
2,chandrodaya,dhanakuta,,Dhankuta
4,kalika,kailali,gaurigamga,Kailali
1,avi,chitavana,sahapura kalika na pa,Chitwan
2,rama janaki rashtriya,ba.nke,nepalagamja u ma na pa,Banke
4,ne ra,ba.nke,bageshvari manakamanapura,Banke
1,avi,siraha,dumarimala kalyanapura na pa,Siraha
2,kalidevi pragatishila,kabhrepala~nchoka,temala ga pa,Kavrepalanchok
1,mahamkali,udayapura,ratnabhaj~najya~nga udayapuragadhi,Udayapur
4,jyoti,kabhrepala~nchoka,mahabharata,Kavrepalanchok
1,vindhyavasini,kabhrepala~nchoka,roshi ga pa,Kavrepalanchok
1,parijata smrriti,okhaladhumga,,Okhaldhunga
1,manaerachana,okhaladhumga,,Okhaldhunga
1,satya lakshmi,bajura,budhinanda na pa,Bajura
4,jaya devi,lamaju~na,dordi,Lamjung
2,bhusune kalidevi,Kavrepalanchok,,Kavrepalanchok
4,sela~na,sindhupalchoka,,Sindhupalchok
1,mamgala,okhaladhumga,,Okhaldhunga
2,dudhakoshi,okhaladhumga,taluva,Okhaldhunga
1,janajyoti,okhaladumga,,Okhaldhunga
4,navajyoti,okhaladhumga,maidane,Okhaldhunga
1,sherpa samudayika,okhaladhumga,da.ndakharka,Okhaldhunga
1,jagannatha,baitadi,halleka da na pa,Baitadi
2,janakalyana,surkheta,bhaisedamara lekaveshi na pa,Surkhet
2,janata,da~na,da.ngigau.n ghorahi,Dang
4,kalidevi,Kavrepalanchok,,Kavrepalanchok
1,churiya,udayapura,,Udayapur
2,narayanasthana,parvata,,Parbat
1,jana jagrriti,parvata,phalevasa na pa,Parbat
1,vidyashrama,ramechapa,manthali jakhanitara,Ramechhap
4,simhadevi,nuvakota,pa~nchakanya,Nuwakot
4,sarasvati,nuvakota,kakani,Nuwakot
1,narayana,nuvakota,,Nuwakot
1,nucheta,nuvakota,kispa~na,Nuwakot
1,umamukteshvara,dadeldhura,,Dadeldhura
2,sarasvati,dadeladhura,pidasau rupala,Dadeldhura
1,pasa,dadeldhura,navadurga na pa,Dadeldhura
1,janata,kailali,dhanagadhi,Kailali
2,samjivani,Kavrepalanchok,mandanadeupura halede,Kavrepalanchok
1,ganesha rashtriya,chitavana,,Chitwan
1,rashtiya,chitavana,adhamara,Chitwan
4,bhagavati,bajura,budhigamga na pa,Bajura
1,avi,udayapura,jagirabhitta,Udayapur
4,mavi,udayapura,salle,Udayapur
2,janata,dadeldhura,alitala,Dadeldhura
1,bhagavati,dadeldhura,,Dadeldhura
1,paropakara,sandhupalchoka,indravati,Sindhupalchok
4,shiva,baitadi,,Baitadi
4,janata,udayapura,kanchira~nga belaka na pa,Udayapur
1,khatibhita,bajura,vadimalika na pa,Bajura
2,hamsheshvara,da~na,rapti ga pa bhanavanapura deukhuri,Dang
1,chandeshvari,bhaktapura,,Bhaktapur
1,sarasvati,Kavrepalanchok,khanikhola milche,Kavrepalanchok
1,bhadrakali,sindhupalchoka,,Sindhupalchok
4,virendra,nuvakota,dupcheshvara,Nuwakot
1,dikpala,sindhupalchoka,kadamabasa gorsu,Sindhupalchok
2,siddhartha,kabhrepala~nchoka,,Kavrepalanchok
1,siddhadevi,okhaladhumga,chisapani chishamkhugadhi ga pa,Okhaldhunga
1,bhumiraja,baitadi,dogadakedara ga pa,Baitadi
1,jalpadevi,udayapura,,Udayapur
2,ramagopala,kabhrepalanchoka,,Kavrepalanchok
1,jaladevi,tanahu.n.n,,Tanahun
2,janalahara,sindhupalchoka,,Sindhupalchok
2,himalaya kshetrasimha,lamaju~na,,Lamjung
1,helambu modala,sindhupalchoka,helambu,Sindhupalchok
1,pitrripura,baitadi,melauli seli,Baitadi
1,durgamatara,nuvakota,,Nuwakot
1,gamgadevi,nuvakota,dupcheshvara,Nuwakot
1,bagabhairuma,nuvakota,myaga~na,Nuwakot
1,mandredhu~nga,nuvakota,vidura,Nuwakot
1,annapurna pa~nchakanya,nuvakota,vi na pa,Nuwakot
4,dudhedevi,nuvakota,,Nuwakot
