root_school_name,school_levels,district_id,modified_old_name1,modified_old_name2,modified_local_level
bala bhadra,avi,4,bal bhadra avi,bal bhadra pravi,gauradaha municipality
bala guru sanskrit bidhyapith,,3,,,maijogmai rural municipality
bala ma vi,,9,bala ma vi,bala ma vi,silichong rural municipality
bala yamdang ma vi,,9,bala yamdang ma vi,,silichong rural municipality
balabhadra aa vi,,4,bal bhadra pravi,,mechinagar municipality
baladevi,avi,7,baladevi nimavi,,champadevi rural municipality
balaguru gyan bigyan shikshya sadan,,3,,,suryodaya municipality
balak,pravi,2,balak pravi,balak pravi,mahalaxmi municipality
balbalik a,avi,5,balbalik avi,,diktel rupakot majhuwagadhi municipality
balbalika aa vi,,9,balbalika pravi,,dharmadevi municipality
balbalika,avi,7,,,molung rural municipality
balbalika  solakhani,avi,9,balbalika pravi,,makalu rural municipality
balbalika ebs,,6,,,jahada rural municipality
balbalika ma vi,,5,,,sakela rural municipality
balbalika,pravi,9,,,khandbari municipality
balbalika,pravi,5,,,sakela rural municipality
balbalika,pravi,5,,,diktel rupakot majhuwagadhi municipality
balbatika ebs,,4,,,mechinagar municipality
balbatika ebs,,6,,,biratnagar metropolitan city
balbatika samudaik,avi,5,samudaik bbk,,khotehang rural municipality
balbidya ebs,,6,,,sunawarshi municipality
balbikas  adheri,avi,7,balbikas pravi,,siddhicharan municipality
balbikash,pravi,2,,,chhathar jorpati rural municipality
balbikash,pravi,2,balbikash pravi,,chaubise rural municipality
balbikasha,pravi,5,,,diktel rupakot majhuwagadhi municipality
baldebdoot bidya mandir,,6,baldev doot vidya mandir,,rangeli municipality
balden ma vi,,12,balden ma vi,balden ma vi,mikwakhola rural municipality
baldip,pravi,3,,,mangsebung rural municipality
baleshwor ma vi,,10,,,solududhakunda municipality
balhit  bhantabari,avi,14,balhit pravi bhantabari,,triyuga municipality
baljagaran vidhya mandir,,6,,,pathari shanishchare municipality
baljagat sisu bikas foundation,,4,,,mechinagar municipality
baljanya,pravi,2,baljanya pravi,,chaubise rural municipality
baljyoti,avi,14,baljyoti avi badelpani,baljyoti nimavi badelpani,chaudandigadhi municipality
baljyoti  kusumbot,avi,14,baljyoti aa bi kusumboat,baljyoti pravi kusumboat,udayapurgadhi rural municipality
baljyoti  sallery,avi,9,baljyoti pravi salleri,baljyoti pravi,chainpur municipality
baljyoti  ghumne chauri,pravi,14,,,belaka municipality
baljyoti ma vi,,3,baljyoti ma vi,,chulachuli rural municipality
baljyoti ma vi,,7,baljyoti ma vi,baljyoti ma vi,champadevi rural municipality
balkalyan,avi,3,balkalyan avi simle,balkalyan pravi simle,suryodaya municipality
balkalyan,avi,4,bal kalyan pravi,,arjundhara municipality
balkalyan,avi,4,bal kalyan avi,,shivasatakshi municipality
balkalyan,avi,6,bal kalyan avi,,miklajung rural municipality
balkalyan,avi,6,balkalyan nv,,miklajung rural municipality
balkalyan,avi,1,bal kalyan a via,bal kalyan avi,pauwadungma rural municipality
balkalyan  kolbote,avi,3,balkalyan pravi kolbote,,suryodaya municipality
balkalyan  shikharmadi,pravi,14,,,belaka municipality
balkalyan ma vi,,4,bal kalyan uchha ma vi,,gauriganj rural municipality
balkalyan ma vi,,6,bal kalyan avi,,pathari shanishchare municipality
balkanya,avi,7,balkanya pravi,,chisankhugadhi rural municipality
balkanya,avi,7,balkanya pravi,,champadevi rural municipality
balkanya  tatne,avi,14,balkanya avi tatne,balkanya nimavi,rautamai rural municipality
balkanya ma via,,5,balkanya ma vi,,barahapokhari rural municipality
balkanya  pikmire,pravi,14,,,belaka municipality
balkanya  simle,pravi,14,,,triyuga municipality
balkanya ma vi,,3,bal kanya ma vi,,ilam municipality
balmakar sendary vi,,13,balmakar madyamika vi,balmakar ma vi,phedap rural municipality
balmandal ma vi,,3,bal mandal ma vi,,ilam municipality
balmandir,avi,7,balmandir pravi,,siddhicharan municipality
balmandir ma vi bokse,,14,balmandir ma vi bokse,,triyuga municipality
balmiki ebs,,4,,,bahradashi rural municipality
balmiki education foundation ebs,,4,,,birtamod municipality
balmiki memorial boarding ma vi,,6,balmiki memorial english boarding vi,balmiki memorial ebs,pathari shanishchare municipality
balmiki,pravi,11,,,dharan sub metropolitan city
balmiki ma ebs,,6,,,biratnagar metropolitan city
balmiki sikshya sadan,,4,balmiki siksha sadan,,buddhashanti rural municipality
balmiki singh devi,avi,3,balmiki singhdevi avi,,ilam municipality
balnikunja ma vi,,4,bal nikunja ma vi,,shivasatakshi municipality
balodaya,avi,5,,,jantedhunga rural municipality
balpancha ma vi,,2,balpanch seconadary vi,balpanch ma vi,pakhribas municipality
balsadan academy,,6,,,sundarharaincha municipality
balsansar ebs,,6,,,kanepokhari rural municipality
balsansar montessori,,11,,,ramdhuni municipality
balsansar,avi,4,,,birtamod municipality
balsansari,avi,1,balsansari pravi,,arun rural municipality
balsewa,avi,5,,,jantedhunga rural municipality
balsikhar,pravi,8,,,tumbewa rural municipality
balsudhar greeha ma vi,,6,,,biratnagar metropolitan city
ban jogara,avi,12,ban jogara nimavi,,phungling municipality
banasthali ebs,,3,,,phakphokthum rural municipality
banasthali ebs,,6,,,dhanapalthan rural municipality
banaswor,avi,11,banaswor pravi,,bhokraha narsing rural municipality
bandanasinghadevi,avi,7,bandanasinghadevi pravi,,siddhicharan municipality
bandelal ebs,,11,,,barahkshetra municipality
baneshwor,avi,9,baneshwor avi,,chainpur municipality
baneswor,avi,9,baneswor pravi dangaligaun,baneswor pravi,chainpur municipality
bani bilash ma vi,,9,bani bilash ma vi,bani bilash ma vi,chainpur municipality
bani ma vi,,4,bani ma vi,bani ma vi,kamal rural municipality
bani ma vi,,6,bani ma vi,,gramthan rural municipality
banjho gau ma vi,,3,,,chulachuli rural municipality
bar danda,avi,12,bar danda pravi,,phungling municipality
barabise,pravi,8,,,phalelung rural municipality
baraha,avi,5,baraha pravi,,barahapokhari rural municipality
baraha magargau,avi,5,baraha magargau a vii,,barahapokhari rural municipality
baraha memorial ebs,,11,mansur memorial english vi,,barahkshetra municipality
baraha montessori,,11,,,barahkshetra municipality
baraha,pravi,2,baraha pravi,,chaubise rural municipality
baraha rising star ebs,,11,,,barahkshetra municipality
barahalaxmi ma vi,,2,barahalaxmi ma vi,,sangurigadhi rural municipality
barbhanjyang,avi,3,bar bhanjyang ni nimavi,,mangsebung rural municipality
barbhanjyang,avi,7,barbhanjyang pravi,,siddhicharan municipality
barbot,avi,10,barbote avi,,sotang rural municipality
barbot,avi,10,barbhot pravi,,solududhakunda municipality
barbote,avi,3,barbote avi,,ilam municipality
barbote ebs,,3,barbote ebs,,ilam municipality
bargachhi,pravi,5,,,halesi tuwachung municipality
bargachhi,pravi,2,bargachhi pravi,,chaubise rural municipality
barju lake ideal vi,,11,,,barju rural municipality
barnadevi,avi,7,barnadevi pravi,,champadevi rural municipality
barsha rani academy ebs jaljale udayapur,,14,mahendra jyoti ebs,,triyuga municipality
barun,avi,9,barun nimavi,,bhotkhola rural municipality
barun,avi,9,barun avi,barun pravi,silichong rural municipality
barun educational academy,,7,,,molung rural municipality
barun ma ebs bidaichautara,,9,barun ma english vi khandbari,,khandbari municipality
barun valley ebs,,9,,,makalu rural municipality
baruneshwar ma vi,,7,baruneshwar uchcha ma vi,,molung rural municipality
basakhali ma vi,,10,basakhali ma vi,,mapya dudhkoshi rural municipality
basanta ma vi,,13,basanta ma vi,,laligurans municipality
basanta panchami,pravi,5,,,diktel rupakot majhuwagadhi municipality
basanta,pravi,4,,,kachankawal rural municipality
basanta,pravi,5,,,diktel rupakot majhuwagadhi municipality
basanta sadan ebs,,13,basanta sadan ebs,,laligurans municipality
basantaritu ma vi,,11,,,barahkshetra municipality
basbari ma vi,,4,basbari avi,,kamal rural municipality
baseri,avi,7,baseri pravi,,chisankhugadhi rural municipality
basic level vi rakche,,14,nimavi rakche,,belaka municipality
,avi,6,avi larikatta ratuwamai morang,pravi jhapadtal,ratuwamai municipality
kuvinde,avi,14,pravi kuvinde,,triyuga municipality
yamutar punwarebhanjyang,avi,14,aa bi yamutar punwarebhanjyang,pravi yamutar puware,rautamai rural municipality
bangri,avi,14,pravi bangri,,triyuga municipality
chilaunei,avi,14,nimavi chilaune hardeni,,katari municipality
gadanta,avi,14,aa vi,aa vii gadanta,chaudandigadhi municipality
jarange,avi,14,pravi jarange,,rautamai rural municipality
kanchanbari arjundhara,avi,4,avi kanchanbari,,arjundhara municipality
keureni,avi,14,avi keureni,nimavi keureni,udayapurgadhi rural municipality
kumal pati,avi,6,pravi kumalpati,,kerabari rural municipality
sajbote,avi,14,avi,avi sajbote,udayapurgadhi rural municipality
sargabas,avi,14,aa bi sargabash,nimavi sargabash,udayapurgadhi rural municipality
akaha,avi,11,shree avi akaha,nimavi akaha,bhokraha narsing rural municipality
basistha,avi,13,basistha pravi,,menchhayayem rural municipality
basuki,avi,10,basuki pravi,,mahakulung rural municipality
basuki,avi,10,,,sotang rural municipality
basuki,avi,10,basuki pravi,,sotang rural municipality
batase brindaban ebs,,3,,,maijogmai rural municipality
bauddha,avi,3,bauddha pravi,,maijogmai rural municipality
bauddha,avi,5,bouda avi,,ainselukharka rural municipality
bauddha pragati,avi,13,bouddha pragati avi,bouddha pragati pravi,aathrai rural municipality
bauddhasthani,avi,10,bouddhasthani avi,bouddhasthani pravi,nechasalyan rural municipality
bayang star ebs,,1,,,aamchowk rural municipality
bc memorial ebs,,4,,,shivasatakshi municipality
bed bedanga saskrit pathsala,,4,,,arjundhara municipality
beganlal,avi,6,began lal avi,,gramthan rural municipality
behereshwar ma vi,,1,behereshwar ma vi,bahershwor ma vi,ramprasad rai rural municipality
bel danda,pravi,5,,,halesi tuwachung municipality
belaka adarsha sishu sadan jahada,,14,,,belaka municipality
belaka basic schoo ratapani,,14,belaka nimavi ratapani,,belaka municipality
belaka,avi,14,belaka pravi hattisar,,chaudandigadhi municipality
belal public vi madarssa,,11,,,duhabi municipality
belichameli  jarayatar,avi,7,belichameli pravi,,molung rural municipality
believers ebs,,8,,,hilihang rural municipality
believers ebs,,6,,,letang municipality
belka education foundation pra vit ltd,,14,,,belaka municipality
bells model vi,,4,,,birtamod municipality
beni,avi,10,,,solududhakunda municipality
beni,pravi,6,,,dhanapalthan rural municipality
beni,pravi,10,,,solududhakunda municipality
benubaja ma vi,,4,benubaja english boarding vi,benubaja ebs,kanakai municipality
besic vi dumrithumka,,14,besic level dumrithumka,pravi dumrithumka,rautamai rural municipality
besigau,avi,12,besigau nimavi,,mikwakhola rural municipality
best ebs,,6,,,sundarharaincha municipality
best future vi jhapa,,4,premier laligurans english vi,,birtamod municipality
bestfuture montessori,,4,,,birtamod municipality
bethel academy,,6,,,urlabari municipality
bethel little valley vi,,14,,,udayapurgadhi rural municipality
betuwa ma via,,5,betuwa ma vi,,barahapokhari rural municipality
bhadgaun sinuwari ma vidyalay,,11,bhasi uchha ma vi,,ramdhuni municipality
bhadrakali,avi,9,bhadrakali nimavi,,khandbari municipality
bhadrapur gurukul publick vi,,4,,,bhadrapur municipality
bhagawad bhakti ashram dewarsi sanskrit bidhalaya,,4,bhagawad bhakti asharm debewarsi shankrit bidhalaya,,arjundhara municipality
bhagawan ram aa viidyalay,,11,bhagawan ram nimavi,,barahkshetra municipality
bhagawati a via,,11,,,barahkshetra municipality
bhagawati,avi,2,bhagawati pravi,bhagawati pravi,sangurigadhi rural municipality
bhagawati  chhathar tehrathum,avi,13,bhagawati avi,bhagawati pravi,chhathar rural municipality
bhagawati,avi,12,bhagawati pravi,,sirijangha rural municipality
bhagawati  ramdhuni manpur,avi,11,bhagawati avi ramdhuni sunsari,bhagawati pravi,ramdhuni municipality
bhagawati  dharan,avi,11,bhagawati nimavi,,dharan sub metropolitan city
bhagawati,avi,11,bhagawati pravi,,harinagar rural municipality
bhagawati,avi,6,,,katahari rural municipality
bhagawati a via,,4,bhagawati pravi,,bhadrapur municipality
bhagawati adharvut vi,,6,bhagawati pravi,,letang municipality
bhagawati bal bikas kendra,,6,bhagawati babike,,letang municipality
bhagawati basic chool,,4,bhagawati avi,bhagawati basic,shivasatakshi municipality
bhagawati,avi,12,bhagawati pravi,,phungling municipality
bhagawati,avi,12,bhagawati pravi,,aathrai tribeni rural municipality
bhagawati,avi,12,bhagawati pravi,,sirijangha rural municipality
bhagawati,avi,3,bhagawati pravi,,suryodaya municipality
bhagawati,avi,4,bhagawati avi,bhagawati avi,bahradashi rural municipality
bhagawati,avi,6,bhagawati pravi,,ratuwamai municipality
bhagawati,avi,6,bhagawati pravi,,miklajung rural municipality
bhagawati,avi,2,bhagawati pravi,,mahalaxmi municipality
bhagawati,avi,13,bhagawati avi atharai rural municipality chuhandanda tehrathum,bhagawati pravi,aathrai rural municipality
bhagawati,avi,13,bhagawati pravi,,chhathar rural municipality
bhagawati,avi,13,bhagawati pravi,,chhathar rural municipality
bhagawati,avi,13,bhagawati pravi,,phedap rural municipality
bhagawati,avi,9,bhagawati avi,,madi municipality
bhagawati,avi,1,bhagawati avi,,aamchowk rural municipality
bhagawati,avi,10,bhagawati pravi,,nechasalyan rural municipality
bhagawati,avi,7,bhagawati pravi,,champadevi rural municipality
bhagawati,avi,7,bhagavati pravi,,siddhicharan municipality
bhagawati,avi,9,bhagawati pravi,,chainpur municipality
bhagawati bidhya mandir ma ebs,,6,,,biratnagar metropolitan city
bhagawati dinanath ma vi,,5,bhagawati ma vi,,khotehang rural municipality
bhagawati ebs,,10,,,thulung dudhkoshi rural municipality
bhagawati ma vi,,3,,,sandakpur rural municipality
bhagawati ma vi,,13,,,aathrai rural municipality
bhagawati ma vi,,1,,,shadananda municipality
bhagawati,pravi,3,,,sandakpur rural municipality
bhagawati,pravi,4,,,gauriganj rural municipality
bhagawati,pravi,6,,,katahari rural municipality
bhagawati,pravi,11,,,barahkshetra municipality
bhagawati,pravi,11,,,barahkshetra municipality
bhagawati,pravi,11,,,dharan sub metropolitan city
bhagawati,pravi,2,,,mahalaxmi municipality
bhagawati,pravi,13,,,chhathar rural municipality
bhagawati  sisaghari,pravi,14,,,katari municipality
bhagawati ma vi,,8,bhagawati ma vi,,miklajung rural municipality
bhagawati ma vi,,3,bhagawati ma vi,,ilam municipality
bhagawati ma vi,,3,bhagawati ma via,bhagawati ma vi,mai municipality
bhagawati ma vi,,4,bhagawati ma vi,,shivasatakshi municipality
bhagawati ma vi,,6,bhagawati ma vi,,belbari municipality
bhagawati ma vi,,6,bhagawati ma vi,,miklajung rural municipality
bhagawati ma vi,,11,bhagawati ma vi,bhagawati ma vi,inaruwa municipality
bhagawati ma vi,,9,bhagawati ma vi,,dharmadevi municipality
bhagawati ma vi,,9,bhagawati ma vi,,chainpur municipality
bhagawati ma vi ambung myanglung tehrathum,,13,bhagawati ma vi,,myanglung municipality
bhagawati siddha,pravi,3,,,mai municipality
bhagawot,pravi,5,,,diprung chuichumma rural municipality
bhagima,pravi,13,bhagima pravi,,laligurans municipality
bhagirath ma vi,,6,bhagirath ma vi,,pathari shanishchare municipality
bhagyodaya,avi,8,bhagyodaya pravi,,hilihang rural municipality
bhagyodaya,avi,3,bhagyodaya pravi,,suryodaya municipality
bhagyodaya ebs,,3,bhagyodaya ebs,,suryodaya municipality
bhairung  bhorleni,avi,14,bhairung pravi bhorleni,,rautamai rural municipality
bhajan soba,pravi,6,,,budhiganga rural municipality
bhakta,avi,12,bhakta pravi,,phaktanglung rural municipality
bhakta karki smriti shiksha sadan,,3,bhakta karki smriti sikshasadan,,mai municipality
bhaldhunga ma vi,,11,bhaldhunga ma vi dharan,bhaldhunga ma vi,dharan sub metropolitan city
bhaluwa aa viidyalay,,11,bhaluwa nimavi,,duhabi municipality
bhanjare,avi,12,bhanjare pravi,,sirijangha rural municipality
bhanjyang,avi,13,bhanjyang a viiddyalaya,bhanjyang avi,phedap rural municipality
bhanjyang ma vi,,12,bhanjyang uchha ma vi,,sidingba rural municipality
bhanu,avi,13,bhanu avi,bhanu avi,aathrai rural municipality
bhanu ma vi,,5,bhanu avi,,khotehang rural municipality
bhanu,avi,5,,,jantedhunga rural municipality
bhanu,avi,5,,,ainselukharka rural municipality
bhanu a viidyalay,,4,bhanu avi,,mechinagar municipality
bhanu a via,,4,bhanu pravi,,bhadrapur municipality
bhanu,avi,7,bhanu pravi,,molung rural municipality
bhanu,avi,8,bhanu nimavi,,yangwarak rural municipality
bhanu,avi,6,bhanu pravi,,ratuwamai municipality
bhanu,avi,6,bhanu pravi,,ratuwamai municipality
bhanu,avi,6,bhanu avi urlabari,bhanu avi,urlabari municipality
bhanu,avi,9,bhanu pravi,,madi municipality
bhanu  arjundhara,avi,4,bhanu avi,,arjundhara municipality
bhanu bhakta,avi,3,bhanu bhakta pravi,,suryodaya municipality
bhanu bhakta aa vi,,6,bhanu bhakta pravi,,jahada rural municipality
bhanu bhakta,avi,1,bhanu bhakta pravi,,ramprasad rai rural municipality
bhanu bhakta,pravi,8,,,tumbewa rural municipality
bhanu bhakta  ramchekhark,pravi,14,,,limchungbung rural municipality
bhanu bhakta prathamic vi,,4,bhanu bhakta pravi,,jhapa rural municipality
bhanu jana ma vi,,12,bhanu jana uchha ma vi,,phungling municipality
bhanu ma vi,,3,,,chulachuli rural municipality
bhanu ma vi,,4,bhanu ma vi,,mechinagar municipality
bhanu memorial academy,,6,,,rangeli municipality
bhanu memorial ebs,,6,,,biratnagar metropolitan city
bhanu memorial ebs,,6,bhanu memorial ebs,,miklajung rural municipality
bhanu memorial ebs shaikshik sarbajanik guthi,,6,bhanu memorial english vi shaikshik sarbajanik guthi belbari morang,,belbari municipality
bhanu memorial ma vi dharan,,11,bhanu smriti ma vi,,dharan sub metropolitan city
