school_id,school_1,school_name_transliterate,school_level_transliterate,matched_district
1346,बाध भैरव प्रावि मकवानपुर,badha bhairava,pravi,Makwanpur
1347,कालिदेवी मावि वुखेल ललितपुर,kalidevi,mavi,Lalitpur
1348,मनकामना आवि कुसुमटार मकवानपुर,manakamana,avi,Makwanpur
1349,चित्रकुमारी प्रावि ललितपुर,chitrakumari,pravi,Lalitpur
1350,ज्योती प्रावि गुल्मी,jyoti,pravi,Gulmi
1351,महेन्द्र प्रावि बझाङ,mahendra,pravi,Bajhang
1352,मदन आश्रित सम्झान आवि डडेल्धुरा,madana ashrita samjhana,avi,Dadeldhura
1353,पुर्णिमा प्रावि चारपाला दरबार देविस्थान गुल्मी,purnima,pravi,Gulmi
1354,दुर्गा प्रावि बझाङ,durga,pravi,Bajhang
1355,महादेव आवि बड्डिज्यावन बझाङ,mahadeva,avi,Bajhang
1356,ेदेवेश्वरी निमावि बझाङ,edeveshvari,nimavi,Bajhang
1357,फुल्चोकी आवि विशंखुनारायण ललितपुर,phulchoki,avi,Lalitpur
1358,पथप्रदर्शक मावि वडिखेल ललितपुर,pathapradarshaka,mavi,Lalitpur
1359,विज्ञान प्रभा आवि इकुडोल ललितपुर,vij~nana prabha,avi,Lalitpur
1360,सरस्वती प्रावि रुपाकोट गुल्मी,sarasvati,pravi,Gulmi
1361,दिपक मावि गुल्मी,dipaka,mavi,Gulmi
1362,बाघभैरव प्रावि भट्टेडाडा ललितपुर,baghabhairava,pravi,Lalitpur
1363,बाशुदेवी मावि कैलाली,bashudevi,mavi,Kailali
1364,शिवशंकर मावि गुल्मी,shivashamkara,mavi,Gulmi
1365,जनता मावि कैलाली,janata,mavi,Kailali
1366,वासुदेवी मावि कैलाली,vasudevi,mavi,Kailali
1367,का रा ल मावि कैलाली,ka ra la,mavi,Kailali
1368,शारदा मावि ध न पा कैलाली,sharada,mavi,Kailali
1369,ज्ञानोदय आवि रितौदी जोहाङ्ग गुल्मी,j~nanodaya,avi,Gulmi
1370,सत्य निमावि बझाङ,satya,nimavi,Bajhang
1371,सुर्योदय प्रावि बझाङ,suryodaya,pravi,Bajhang
1372,आदर्श आवि सिरानचोक गा पा जौबारी गोरखा,adarsha,avi,Gorkha
1373,शक्ति प्रावि ह्यलल्चोक गोर्खा,shakti,pravi,Gorkha
1374,गणेश मावि पिपलधारा गुल्मी,ganesha,mavi,Gulmi
1375,जनज्योति आवि हस्तिचौर गुल्मी,janajyoti,avi,Gulmi
1376,जन आवि गुल्मी,jana,avi,Gulmi
1377,नवज्योती आवि गुल्मी,navajyoti,avi,Gulmi
1378,कुमारी आवि इस्मा गा पा गुल्मी,kumari,avi,Gulmi
1379,आदर्श आवि गैरीखुट्टा गुल्मी,adarsha,avi,Gulmi
1380,नमादेमावि बझाङ,namade,mavi,Bajhang
1381,मष्टा प्रावि धामिगाउँ बझाङ,mashta,pravi,Bajhang
1382,मष्ठा प्रावि थलकाँडा बझाङ,mashtha,pravi,Bajhang
1383,जनप्रि्रय मावि वि बझाङ,janapriraya,mavi,Bajhang
1384,फुल्चोकी मावि ठैव ललितपुर,phulchoki,mavi,Lalitpur
1385,चिढीपानी निमावि गुल्मी,chidhipani,nimavi,Gulmi
1386,सत्यवती मावि सत्यवती गुल्मी,satyavati,mavi,Gulmi
1387,कालिका मानवज्ञान मावि रुपन्देही,kalika manavaj~nana,mavi,Rupandehi
1388,बालसेवा प्रावि कैलाली,balaseva,pravi,Kailali
1389,नवदुर्गा प्रावि कैलाली,navadurga,pravi,Kailali
1390,वैद्यनाथ देवनारायण जनता नमूना मावि तुलसियाही धनुषा,vaidyanatha devanarayana janata namuna,mavi,Dhanusha
1391,पैयाँपाटा प्रावि मालिका गा पा गुल्मी,paiya.npata,pravi,Gulmi
1392,मनकामना प्रावि दोहोली गुल्मी,manakamana,pravi,Gulmi
1393,छापहिले मावि छापहिले गुल्मी,chapahile,mavi,Gulmi
1394,थलचौर मावि मौलाली बझाङ,thalachaura,mavi,Bajhang
1395,भगवति निमावि झापा,bhagavati,nimavi,Jhapa
1396,पञ्चमीपोखरी प्रावि बांवटेरी गुल्मी,pa~nchamipokhari,pravi,Gulmi
1397,पाटा देवी प्रावि बझाङ,pata devi,pravi,Bajhang
1398,सिस्नेरी मावि लामाटार ललितपुर,sisneri,mavi,Lalitpur
1399,कालीदेवी मावि लामाटार ललितपुर,kalidevi,mavi,Lalitpur
1400,दिपेन्द्र्र मावि कैलाली,dipendrra,mavi,Kailali
1401,रिपुरे प्रावि मलागिरी गुल्मी,ripure,pravi,Gulmi
1402,रुवेण्ाी प्रावि गुल्मी,ruvenai,pravi,Gulmi
1403,कोटाकोट प्रावि आलमदेवी कोटाकोटी वेसी स्याङजा,kotakota,pravi,Syangja
1404,कोटाकोट प्रावि वेसि स्याङजा,kotakota,pravi,Syangja
1405,सरस्वती विद्यामन्दिर निमावि बझाङ,sarasvati vidyamandira,nimavi,Bajhang
1406,भैरव मावि बझाङ,bhairava,mavi,Bajhang
1407,गणेश आवि अर्जुनधारा झापा,ganesha,avi,Jhapa
1408,हरि प्रावि झापा,hari,pravi,Jhapa
1409,पृथ्वी प्रावि थुम्वेदिन ताप्लेजुङ,prrithvi,pravi,Taplejung
1410,जनता निमावि दमक झापा,janata,nimavi,Jhapa
1411,महासरस्वती मावि डोटी,mahasarasvati,mavi,Doti
1412,वेताल आवि विनोडा डोटी,vetala,avi,Doti
1413,निमाविादेब प्रावि डोटी,,nimavi,Doti
1414,शारदा आवि इन्द्रचोक सिलगढ डोटी,sharada,avi,Doti
1415,तेङचेत प्रावि धादिङ,te~nacheta,pravi,Dhading
1416,लेकाली प्रावि मकवानपुर,lekali,pravi,Makwanpur
1417,रा प्रावि अलडाडा चौतारा चितवन,ra,pravi,Chitwan
1418,विन्देश्वरी आवि रत्ननगर चितवन,vindeshvari,avi,Chitwan
1419,सगरमाथा जनता प्रावि ओखलढुगा,sagaramatha janata,pravi,Okhaldhunga
1420,कालिका आवि पंखु ओखलढुंगा,kalika,avi,Okhaldhunga
1421,लक्ष्मी निमावि सुनसरी,lakshmi,nimavi,Sunsari
1422,श्रीराम निमावि काठमाडौं,shrirama,nimavi,Kathmandu
1423,वेताल आवि डोटी,vetala,avi,Doti
1424,महेन्द्र प्रावि सुनसरी,mahendra,pravi,Sunsari
1425,लक्ष्मी प्रावि सुनसरी,lakshmi,pravi,Sunsari
1426,हिमालय मावि इलाम,himalaya,mavi,Ilam
1428,शान्ति आवि इटहरी सुनसरी,shanti,avi,Sunsari
1429,चौडेल आवि डोटी,chaudela,avi,Doti
1430,कालिकास्थान मावि अर्जुनधारा झापा,kalikasthana,mavi,Jhapa
1431,बालकल्याण मावि मेचीनगर झापा,balakalyana,mavi,Jhapa
1432,बानेडुंग्रा मावि डोटी,banedumgra,mavi,Doti
1433,रा प्रावि दारेचोक चितवन,ra,pravi,Chitwan
1434,रा प्रावि जमुनापुर चितवन,ra,pravi,Chitwan
1435,राष्ट्रिय प्रावि जमुनापुर क रत्ननगर न पा चितवन,rashtriya,pravi,Chitwan
1436,नवदुर्गा मावि सुनसरी,navadurga,mavi,Sunsari
1437,भगवती प्रावि खजुरागाछी झापा,bhagavati,pravi,Jhapa
1439,पशुपति प्रावि झापा,pashupati,pravi,Jhapa
1440,लाल आवि सुन्दरहरैचा न पा मोरङ,lala,avi,Morang
1442,चन्द्र कमल मावि मर्चैया सुनसरी,chandra kamala,mavi,Sunsari
1443,जनता मावि हाङदेवा ताप्लेजुङ,janata,mavi,Taplejung
1444,शुक्र निमावि झापा,shukra,nimavi,Jhapa
1445,भद्रकाली मावि गौरादह झापा,bhadrakali,mavi,Jhapa
1446,कापुलेश्वर प्रावि डोटी,kapuleshvara,pravi,Doti
1447,बाँसबारी मावि झापा,ba.nsabari,mavi,Jhapa
1448,इन्द्रेणी प्रावि सिम्ले संखुवासभा,indreni,pravi,Sankhuwasabha
1449,सुयौदय प्रावि संखुवासभा,suyaudaya,pravi,Sankhuwasabha
1450,रामजानकी प्रावि झापा,ramajanaki,pravi,Jhapa
1451,अमृत निमावि राजगढ झापा,amrrita,nimavi,Jhapa
1452,जन आदर्श मावि आरुखर्क स्याङजा,jana adarsha,mavi,Syangja
1453,पुहाँतु जनज्योति मावि झापा,puha.ntu janajyoti,mavi,Jhapa
1454,बबिना आवि डोटी,babina,avi,Doti
1455,नमोदय आवि आदर्श डोटी,namodaya,avi,Doti
1456,मैनाचरी प्रावि झापा,mainachari,pravi,Jhapa
1457,गणेश मावि झापा,ganesha,mavi,Jhapa
1458,केदारेश्वर मावि लाना डोटी,kedareshvara,mavi,Doti
